ID	GENE	GENE_SIZE	GC_CONTENT	
ENSG00000277043	EEF1A1P42	2235	43.69	1
ENSG00000277044	OPRL1	2841	60.52	1
ENSG00000277046		289	51.72	1
ENSG00000277047		45876	35.34	1
ENSG00000277049		117	55.93	1
ENSG00000277050		599	34.83	1
ENSG00000277051		310	51.13	1
ENSG00000277052	MIR6763	64	67.69	1
ENSG00000277053	GTF2IP1	52311	46.82	1
ENSG00000277055		277	54.32	1
ENSG00000277056		247	41.53	1
ENSG00000277057	MIR6779	63	60.94	1
ENSG00000277058	HNRNPCL3	1360	47.02	1
ENSG00000277059	FAM30A	14663	55.93	1
ENSG00000277060	NLRP2	34838	48.76	1
ENSG00000277062	RN7SL88P	298	52.17	1
ENSG00000277063	MIR8084	88	24.72	1
ENSG00000277066		89	34.44	1
ENSG00000277067		38338	39.64	1
ENSG00000277068	KRTAP5-4	1180	58.59	1
ENSG00000277069	RXFP3	1851	63.88	1
ENSG00000277070	LILRP1	2729	51.25	1
ENSG00000277071	NLRP7	23996	49.79	1
ENSG00000277072	STAG3L2	8447	47.41	1
ENSG00000277073	MIR6131	108	61.47	1
ENSG00000277075	HIST1H2AE	508	56.19	1
ENSG00000277076	KIR2DL4	11070	47.97	1
ENSG00000277077		194	60.51	1
ENSG00000277078	KIR2DS4	15654	48.94	1
ENSG00000277079		6787	50.16	1
ENSG00000277080		1228	50.61	1
ENSG00000277081		153	44.81	1
ENSG00000277083	PRSS3P3	4346	41.02	1
ENSG00000277084	RNU2-4P	191	43.23	1
ENSG00000277085		103	50	1
ENSG00000277086	MTMR10	50059	40.01	1
ENSG00000277087		515	34.5	1
ENSG00000277088	OSCAR	8059	53.03	1
ENSG00000277089		17268	43.45	1
ENSG00000277090	GOLGA8G	13360	49.11	1
ENSG00000277091		106	42.99	1
ENSG00000277092	LILRA4	5965	52.65	1
ENSG00000277095		31931	45.91	1
ENSG00000277096		280	51.96	1
ENSG00000277099		2105	55.79	1
ENSG00000277101	ARHGEF26	140001	38.95	1
ENSG00000277103		800	50.44	1
ENSG00000277104	TADA2A	72870	42.78	1
ENSG00000277106	SPPL2C	2237	61.48	1
ENSG00000277108	SNORD49B	71	44.44	1
ENSG00000277109		862	45.54	1
ENSG00000277110	TRBV6-5	501	54.78	1
ENSG00000277111	PLEKHM1	54855	50.5	1
ENSG00000277112	ANKRD20A21P	67899	35.76	1
ENSG00000277113	OR2T3	956	53.5	1
ENSG00000277114	CNOT3	18008	57.88	1
ENSG00000277117		18173	58.05	1
ENSG00000277118		285	54.55	1
ENSG00000277119		274	31.27	1
ENSG00000277120	MIR6089	63	84.38	1
ENSG00000277124		206	33.33	1
ENSG00000277125		11824	42.22	1
ENSG00000277126		2259	58.05	1
ENSG00000277127		311	54.49	1
ENSG00000277128		47794	40.4	1
ENSG00000277129		150	47.68	1
ENSG00000277130		681	33.28	1
ENSG00000277131	MMEL1	42348	54.94	1
ENSG00000277132	UGT2B15	24019	34.92	1
ENSG00000277133		89	36.67	1
ENSG00000277134	LILRB1	7085	59.43	1
ENSG00000277135		980	39.04	1
ENSG00000277136		290	52.58	1
ENSG00000277138	MIR6509	84	37.65	1
ENSG00000277139		104	39.05	1
ENSG00000277140	KIAA0430	48800	44.19	1
ENSG00000277141		296	51.18	1
ENSG00000277142	LINC00235	2252	61.7	1
ENSG00000277143		347	47.41	1
ENSG00000277144		542	41.62	1
ENSG00000277146		110	43.24	1
ENSG00000277147	LINC00869	73189	41.7	1
ENSG00000277149	TYW1B	269454	41.66	1
ENSG00000277150	F8A3	1758	65.49	1
ENSG00000277151		5304	34.33	1
ENSG00000277152		6720	50.45	1
ENSG00000277153	RNU6-222P	106	42.99	1
ENSG00000277154	PRPF31	16360	57.07	1
ENSG00000277156		1049	61.9	1
ENSG00000277157	HIST1H4D	311	57.37	1
ENSG00000277159		3589	44.43	1
ENSG00000277161	PIGW	4290	44.58	1
ENSG00000277162		681	75.51	1
ENSG00000277163	KIR2DS3	14435	48.77	1
ENSG00000277167		236	54.01	1
ENSG00000277168		272	58.24	1
ENSG00000277170		478	45.3	1
ENSG00000277171		977	33.03	1
ENSG00000277172	GAPDHP41	974	48.1	1
ENSG00000277173		1119	44.02	1
ENSG00000277174		2330	39	1
ENSG00000277175	KIR3DL1	44520	45.53	1
ENSG00000277176	KIR3DP1	11931	44.02	1
ENSG00000277177	LILRA6	26589	59.78	1
ENSG00000277178	TARM1	11433	49.32	1
ENSG00000277179	NLRP7	23996	49.79	1
ENSG00000277181	KIR3DL2	16772	47.07	1
ENSG00000277182		2097	56.2	1
ENSG00000277184	SNORA9	132	49.62	1
ENSG00000277185		12315	49.14	1
ENSG00000277186		667	57.04	1
ENSG00000277187	RN7SL268P	297	54.7	1
ENSG00000277188		132	30.83	1
ENSG00000277190		358	52.37	1
ENSG00000277191		106	62.62	1
ENSG00000277192		320	42.99	1
ENSG00000277193	KIR2DS3	14436	48.77	1
ENSG00000277194	SNORD22	125	49.21	1
ENSG00000277196		23770	58.96	1
ENSG00000277198	RN7SL270P	280	53.38	1
ENSG00000277199		15180	34.67	1
ENSG00000277200		3146	58.82	1
ENSG00000277202	MIR8063	80	38.27	1
ENSG00000277203	F8A1	1712	64.74	1
ENSG00000277205		210	48.82	1
ENSG00000277206		945	37.95	1
ENSG00000277208		57	55.17	1
ENSG00000277209	RPPH1	332	64.56	1
ENSG00000277210		2142	53.15	1
ENSG00000277211		2743	50.73	1
ENSG00000277213	SDR42E1P2	480	38.25	1
ENSG00000277214		605	31.68	1
ENSG00000277215	SPANXA2-OT1	147078	39.44	1
ENSG00000277217		146	44.22	1
ENSG00000277218		429	38.37	1
ENSG00000277219		25842	42.46	1
ENSG00000277221	LRRC37A2	45355	42.48	1
ENSG00000277222	BTBD7	95542	40.08	1
ENSG00000277223		445	30.04	1
ENSG00000277224	HIST1H2BF	1195	42.73	1
ENSG00000277227		224	61.33	1
ENSG00000277228		19022	42.92	1
ENSG00000277229		655	47.71	1
ENSG00000277232	GTSE1-AS1	1517	55.67	1
ENSG00000277233		285	52.45	1
ENSG00000277234	RNU1-5P	143	53.47	1
ENSG00000277235		320	56.7	1
ENSG00000277236	CCL14	3713	50.89	1
ENSG00000277238	TAS2R10	1041	36.47	1
ENSG00000277240	LILRP1	312	56.23	1
ENSG00000277241		726	55.98	1
ENSG00000277242		99	46	1
ENSG00000277243	MIR3118-3	74	33.33	1
ENSG00000277245		577	27.68	1
ENSG00000277246		414	37.59	1
ENSG00000277247		471	41.74	1
ENSG00000277248		112	31.86	1
ENSG00000277249	MIR6784	66	67.16	1
ENSG00000277250		340	50.15	1
ENSG00000277251	KIR2DL2	44767	47.82	1
ENSG00000277252		116	58.97	1
ENSG00000277253		2812	61.14	1
ENSG00000277254	TAS2R13	1636	35.92	1
ENSG00000277255	MIR7854	64	53.85	1
ENSG00000277258	PCGF2	15920	57.06	1
ENSG00000277260	FAM74A7	5988	39.27	1
ENSG00000277262		102	39.81	1
ENSG00000277263	HLA-DRA	5202	42.9	1
ENSG00000277264	MIR6833	60	45.9	1
ENSG00000277265	RN7SL556P	297	58.39	1
ENSG00000277267	LILRP2	5537	44.33	1
ENSG00000277268		74987	50.58	1
ENSG00000277269		139	41.43	1
ENSG00000277270		2922	53.16	1
ENSG00000277271		5014	47.74	1
ENSG00000277272	KIR3DL1	44521	45.52	1
ENSG00000277273	CDK7	42620	40.47	1
ENSG00000277274	DUX4L22	1268	73.13	1
ENSG00000277276	OTUB2	23295	52.68	1
ENSG00000277277		750	43.14	1
ENSG00000277278	HERC2	2030	47.81	1
ENSG00000277281	MUC6	28687	62.11	1
ENSG00000277282	IGHV1OR21-1	435	53.67	1
ENSG00000277283		2093	52.48	1
ENSG00000277286	KIR2DP1	12346	49.13	1
ENSG00000277287		5677	55.23	1
ENSG00000277288	C10orf142	2080	58.67	1
ENSG00000277289		342	52.48	1
ENSG00000277290		384	36.88	1
ENSG00000277291	KRTAP5-5	932	65.17	1
ENSG00000277292	PIP4K2B	34437	49.36	1
ENSG00000277295	RN7SL489P	222	54.26	1
ENSG00000277297	ATP5A1P10	1602	45.04	1
ENSG00000277299		640	39.31	1
ENSG00000277301		10326	53.33	1
ENSG00000277303	C17orf96	3718	63.89	1
ENSG00000277304		29418	53.85	1
ENSG00000277306		186	43.32	1
ENSG00000277308		267	55.6	1
ENSG00000277310		425	35.21	1
ENSG00000277311		216	62.21	1
ENSG00000277313		249	41.6	1
ENSG00000277315		287	40.97	1
ENSG00000277316	TAS2R8	1242	35.64	1
ENSG00000277317	KIR2DL3	43425	48.04	1
ENSG00000277318	IGHV2-5	463	53.88	1
ENSG00000277319		285	45.45	1
ENSG00000277320		408	38.63	1
ENSG00000277322	GOLGA6L6	9944	50.8	1
ENSG00000277324		1682	51.28	1
ENSG00000277327	SPDYE20P	5352	51.65	1
ENSG00000277332		2052	56.79	1
ENSG00000277334	NCR1	3915	50	1
ENSG00000277335	LAIR2	12797	49.2	1
ENSG00000277336	CCL3L3	1889	52.7	1
ENSG00000277339	NPBWR2	1351	62.65	1
ENSG00000277340		297	47.32	1
ENSG00000277341	RNU6-489P	106	37.38	1
ENSG00000277342		526	30.36	1
ENSG00000277344	RNU1-6P	143	52.08	1
ENSG00000277345	KIR2DS4	15606	49.15	1
ENSG00000277349		1803	60.92	1
ENSG00000277350		9641	40.22	1
ENSG00000277351		614	52.36	1
ENSG00000277352		645	51.08	1
ENSG00000277354	CRIM1	697	74.36	1
ENSG00000277355	KIR2DL4	11076	48.1	1
ENSG00000277356	KIR2DL1	14235	48.41	1
ENSG00000277357	NPAP1P7	822	58.08	1
ENSG00000277358		128	53.49	1
ENSG00000277359		6787	50.16	1
ENSG00000277361	OCA2	228216	43.17	1
ENSG00000277362	KIR2DL4	10949	47.92	1
ENSG00000277363	SRCIN1	75914	56.68	1
ENSG00000277364	ADH5P4	1109	45.86	1
ENSG00000277365	NDUFA6	5430	48.79	1
ENSG00000277366		1033	34.53	1
ENSG00000277367		1340	43.1	1
ENSG00000277368		463	61.85	1
ENSG00000277369		807	58.79	1
ENSG00000277370	SNORD49A	70	43.66	1
ENSG00000277371		281	54.61	1
ENSG00000277373		350	37.04	1
ENSG00000277374		175	45.45	1
ENSG00000277375	KIR2DP1	12866	49.24	1
ENSG00000277376	KIR2DP1	12350	49.16	1
ENSG00000277377	SERPINA1	13946	51.83	1
ENSG00000277378	OR6V1	1027	54.09	1
ENSG00000277379	MIR6724-3	91	83.7	1
ENSG00000277382		285	58.74	1
ENSG00000277383		581	65.46	1
ENSG00000277385		261	54.2	1
ENSG00000277386		500	44.91	1
ENSG00000277387	MIR8058	88	52.81	1
ENSG00000277388	MIR8053	74	40	1
ENSG00000277389	KRTAP5-6	560	61.5	1
ENSG00000277390	APOL5	11611	47.72	1
ENSG00000277391	MIR6881	75	55.26	1
ENSG00000277392	KIR3DL3	12015	48.99	1
ENSG00000277395		123	51.61	1
ENSG00000277396		261	56.11	1
ENSG00000277397		5979	46.97	1
ENSG00000277398	LILRA1	28502	47.42	1
ENSG00000277399	GPR179	18317	54.8	1
ENSG00000277400		61428	45.63	1
ENSG00000277401	TJP1	122344	38.9	1
ENSG00000277402	MIR6891	92	59.14	1
ENSG00000277403		12527	36.69	1
ENSG00000277405	SERPINA6	19146	45.27	1
ENSG00000277406		6369	36.51	1
ENSG00000277408		313	33.12	1
ENSG00000277409	MAMDC2-AS1	26569	40.41	1
ENSG00000277410		332	41.44	1
ENSG00000277411		105	62.26	1
ENSG00000277412		9235	47.8	1
ENSG00000277413		163	56.71	1
ENSG00000277414	LILRB5	7196	59.61	1
ENSG00000277415		75	46.05	1
ENSG00000277418		101	54.9	1
ENSG00000277419		106	44.86	1
ENSG00000277420		10818	39.51	1
ENSG00000277421	ZNF280B	24733	41.55	1
ENSG00000277422	REXO1L6P	1602	63.38	1
ENSG00000277423		415	37.98	1
ENSG00000277424	HMOX2	35657	47.62	1
ENSG00000277425		2072	50.51	1
ENSG00000277426		3348	46.46	1
ENSG00000277427		94755	38.89	1
ENSG00000277428		100	38.61	1
ENSG00000277429	SERF1B	17881	43.63	1
ENSG00000277435		704	49.22	1
ENSG00000277436	REXO1L5P	4016	56.44	1
ENSG00000277437	MIR3687-1	60	78.69	1
ENSG00000277438	KDM5DP1	297	43.96	1
ENSG00000277439	GP6	24559	48.31	1
ENSG00000277440		581	43.81	1
ENSG00000277442	NCR1	3915	50	1
ENSG00000277443	MARCKS	6109	48.49	1
ENSG00000277444		77	24.36	1
ENSG00000277445	CPEB1	98482	41.82	1
ENSG00000277446		293	52.72	1
ENSG00000277447		318	52.98	1
ENSG00000277448		43656	35.33	1
ENSG00000277449	CEBPB-AS1	6900	56.95	1
ENSG00000277450		306	45.6	1
ENSG00000277452	RN7SL473P	298	52.84	1
ENSG00000277453		587	49.15	1
ENSG00000277454		321983	36.57	1
ENSG00000277455		264	54.34	1
ENSG00000277456		283	54.23	1
ENSG00000277457	LENG1	4065	54.92	1
ENSG00000277458		108	62.39	1
ENSG00000277459		630	64.82	1
ENSG00000277460		161	67.9	1
ENSG00000277462	ZNF670	41971	41.24	1
ENSG00000277463		422	49.41	1
ENSG00000277464	RN7SL286P	290	53.26	1
ENSG00000277465		119	42.5	1
ENSG00000277466		66	68.66	1
ENSG00000277467	RN7SL628P	236	54.43	1
ENSG00000277468		136	49.64	1
ENSG00000277469		336	62.02	1
ENSG00000277473		276	51.62	1
ENSG00000277474	MIR6894	56	59.65	1
ENSG00000277475		830	60.17	1
ENSG00000277476		2734	59.74	1
ENSG00000277477	KIR3DP1	3963	49.02	1
ENSG00000277478	MIR6165	83	66.67	1
ENSG00000277479		227	55.26	1
ENSG00000277480	HCG4P8	980	65.14	1
ENSG00000277481	PKD1L3	70440	43.56	1
ENSG00000277482		223	49.55	1
ENSG00000277483	RN7SL321P	298	55.85	1
ENSG00000277484	KIR2DL3	59813	47.86	1
ENSG00000277486	SAGE3P	5133	41.6	1
ENSG00000277488		86	41.38	1
ENSG00000277490		486	41.48	1
ENSG00000277491		488	59.3	1
ENSG00000277492		216	41.47	1
ENSG00000277493		681	33.14	1
ENSG00000277494	GPIHBP1	3977	63.37	1
ENSG00000277495	OR13A1	12954	38.41	1
ENSG00000277496		1806	57.78	1
ENSG00000277498		2161	43.34	1
ENSG00000277499		1593	38.77	1
ENSG00000277500		240	38.17	1
ENSG00000277501		41305	42.44	1
ENSG00000277502		181	53.3	1
ENSG00000277504		532	60.98	1
ENSG00000277505		3859	41.63	1
ENSG00000277506	RN7SL802P	298	48.83	1
ENSG00000277507		674	66.22	1
ENSG00000277508	BSNDP3	363	56.32	1
ENSG00000277509		436	44.16	1
ENSG00000277510		255	57.03	1
ENSG00000277511		859	38.37	1
ENSG00000277512	SNORD65	72	39.73	1
ENSG00000277513		411	44.9	1
ENSG00000277514	OR52Q1P	681	40.91	1
ENSG00000277515	RN7SL495P	236	53.59	1
ENSG00000277516		332	41.74	1
ENSG00000277517		28848	39.46	1
ENSG00000277518	MUC6	30707	61.67	1
ENSG00000277519	OFD1P16Y	639	32.19	1
ENSG00000277521	MIR8078	83	70.24	1
ENSG00000277524		123	49.19	1
ENSG00000277526		33397	38.69	1
ENSG00000277527		22383	39.26	1
ENSG00000277529	NF1P10	3165	35.06	1
ENSG00000277530	DEFB107B	13465	40.41	1
ENSG00000277531		4254	51.28	1
ENSG00000277532		1364	59.12	1
ENSG00000277533	MIR8077	74	64	1
ENSG00000277534		2820	37.54	1
ENSG00000277535		3147	47.11	1
ENSG00000277539		13529	41.43	1
ENSG00000277540	KIR2DL4	21476	43.64	1
ENSG00000277541	ZNF630-AS1	10273	40.39	1
ENSG00000277542		80	55.56	1
ENSG00000277543		466	56.1	1
ENSG00000277544		2347	40.59	1
ENSG00000277545		592	40.98	1
ENSG00000277546		121	43.44	1
ENSG00000277548		405	38.18	1
ENSG00000277549		175	48.3	1
ENSG00000277550		1437	36.79	1
ENSG00000277551		106	42.99	1
ENSG00000277552	KIR3DL3	12018	48.95	1
ENSG00000277553		164	47.27	1
ENSG00000277554	KIR2DL3	43361	48.05	1
ENSG00000277556	OR13C5	956	43.89	1
ENSG00000277558		582	50.6	1
ENSG00000277559		1457	53.02	1
ENSG00000277560	KIR3DP1	3855	48.73	1
ENSG00000277561	GOLGA8IP	10314	53.17	1
ENSG00000277562		675	38.61	1
ENSG00000277563		87	43.18	1
ENSG00000277564	RBFOX2	200161	39.05	1
ENSG00000277565		57	32.76	1
ENSG00000277566		576	50.95	1
ENSG00000277567		106	42.99	1
ENSG00000277568		155	57.05	1
ENSG00000277569	MIR6134	108	48.62	1
ENSG00000277570	LILRP1	312	56.23	1
ENSG00000277571	ELANE	5284	58.58	1
ENSG00000277572		88	64.04	1
ENSG00000277574	IGHV5-51	494	57.98	1
ENSG00000277575		4437	39.14	1
ENSG00000277576		658	39.15	1
ENSG00000277577		125	49.21	1
ENSG00000277578		276	52.35	1
ENSG00000277579		8584	40.54	1
ENSG00000277580	RNU6-747P	103	38.46	1
ENSG00000277581		521	57.47	1
ENSG00000277582	RN7SL428P	246	49.8	1
ENSG00000277583		110	52.25	1
ENSG00000277584		117	61.86	1
ENSG00000277585	MUC4	72835	54.11	1
ENSG00000277586	NEFL	6155	44.93	1
ENSG00000277587		507	42.52	1
ENSG00000277588	MIR6806	63	56.25	1
ENSG00000277589		1436	39.81	1
ENSG00000277590	MIR7845	98	72.73	1
ENSG00000277591	RN7SL575P	298	55.85	1
ENSG00000277592		276	54.87	1
ENSG00000277594	DDX52	33706	39.57	1
ENSG00000277595		558	37.21	1
ENSG00000277596		8853	47.39	1
ENSG00000277597		425	62.91	1
ENSG00000277598		234	55.32	1
ENSG00000277599		158	55.97	1
ENSG00000277600	CNOT3	17975	57.87	1
ENSG00000277602		241	56.2	1
ENSG00000277603	TPO	167427	48.27	1
ENSG00000277604		94	46.32	1
ENSG00000277605		330	54.38	1
ENSG00000277606		42192	41.8	1
ENSG00000277607	VSTM1	23120	46.36	1
ENSG00000277608		684	34.01	1
ENSG00000277610	RNVU1-4	163	43.9	1
ENSG00000277611		29327	48.27	1
ENSG00000277613		103	39.42	1
ENSG00000277614	SCG5	55439	42.33	1
ENSG00000277615	CNOT3	18009	57.88	1
ENSG00000277616	KIR2DL1	14504	48.31	1
ENSG00000277617		259	53.08	1
ENSG00000277618		279	45.36	1
ENSG00000277619		1373	61.43	1
ENSG00000277620	KIR3DL3	11642	48.97	1
ENSG00000277621		389	45.38	1
ENSG00000277624		198	50.25	1
ENSG00000277625		99	46	1
ENSG00000277626	WNT3	56099	53.69	1
ENSG00000277628		252	55.34	1
ENSG00000277629	NCR1	6939	50.12	1
ENSG00000277630		31652	36.73	1
ENSG00000277631	PGM5P3-AS1	16152	42.59	1
ENSG00000277632	CCL3	1913	52.19	1
ENSG00000277633	IGHG1	6728	63	1
ENSG00000277634		92	38.71	1
ENSG00000277635		259	51.92	1
ENSG00000277636	MIR8061	74	42.67	1
ENSG00000277637	RN7SL469P	236	54.01	1
ENSG00000277639		17183	46.52	1
ENSG00000277640		129	40.77	1
ENSG00000277641	WNT3	70659	53.83	1
ENSG00000277642		106	42.99	1
ENSG00000277646		1119	36.52	1
ENSG00000277647		110	62.16	1
ENSG00000277649	TIMM22	6554	48.68	1
ENSG00000277650	KIR2DS5	14874	48.87	1
ENSG00000277651		480	44.07	1
ENSG00000277653		149	50.67	1
ENSG00000277654		328805	37.89	1
ENSG00000277655		2410	44.26	1
ENSG00000277656	GSTT1	8541	52.24	1
ENSG00000277657	KIR2DS3	14233	48.72	1
ENSG00000277660		103	39.42	1
ENSG00000277661		40503	35.78	1
ENSG00000277662		496	33	1
ENSG00000277666		1018	42.59	1
ENSG00000277667	TMC4	13042	56.08	1
ENSG00000277668		263	54.55	1
ENSG00000277669		31865	51.48	1
ENSG00000277670		357	41.62	1
ENSG00000277671		89	75.56	1
ENSG00000277672		763	45.42	1
ENSG00000277673		140	47.52	1
ENSG00000277675		8877	51.4	1
ENSG00000277677		282	52.65	1
ENSG00000277678		145	51.37	1
ENSG00000277680		2222	37.61	1
ENSG00000277681	MIR6739	74	38.67	1
ENSG00000277684		533	29.4	1
ENSG00000277687		1174	34.21	1
ENSG00000277688		4102	39.22	1
ENSG00000277689		89	35.56	1
ENSG00000277690		469	38.72	1
ENSG00000277691		11822	43.9	1
ENSG00000277692		681	40.62	1
ENSG00000277693		14326	41.64	1
ENSG00000277694		144	42.07	1
ENSG00000277695		8051	35.03	1
ENSG00000277697		1067	38.67	1
ENSG00000277698	MIR6770-2	59	60	1
ENSG00000277701		9876	39.54	1
ENSG00000277702		582	57.63	1
ENSG00000277704		556	71.1	1
ENSG00000277705		246	48.99	1
ENSG00000277707	PRPF31	16360	57.07	1
ENSG00000277708	PGBD4P2	614	44.07	1
ENSG00000277709	KIR3DL2	1868	56.13	1
ENSG00000277710		955	30.02	1
ENSG00000277711		755	38.1	1
ENSG00000277713	MIR6856	66	56.72	1
ENSG00000277715		2027	47.58	1
ENSG00000277717		102	36.89	1
ENSG00000277718		11452	57.34	1
ENSG00000277720		195	55.1	1
ENSG00000277721		253	51.18	1
ENSG00000277722		4120	53.97	1
ENSG00000277723	MIR6827	58	59.32	1
ENSG00000277725	KIR2DL2	44764	47.81	1
ENSG00000277726		17866	42.91	1
ENSG00000277728		463	44.61	1
ENSG00000277729		11506	43.9	1
ENSG00000277730	SCGB1C2	1541	57.33	1
ENSG00000277732		200	43.78	1
ENSG00000277733	MBOAT7	16626	55.06	1
ENSG00000277734	TRAC	349062	41.07	1
ENSG00000277737		17544	52.58	1
ENSG00000277738		757	47.36	1
ENSG00000277739	RNA5-8S5	152	57.52	1
ENSG00000277740		288	50.87	1
ENSG00000277741	GOLGA6L17P	6822	54.01	1
ENSG00000277742	KIR3DP1	3963	48.99	1
ENSG00000277743		709	37.75	1
ENSG00000277744		448	53.23	1
ENSG00000277745	H2AFB3	590	62.44	1
ENSG00000277746		296	38.05	1
ENSG00000277747		192	39.38	1
ENSG00000277748		769	51.95	1
ENSG00000277749		8172	56.7	1
ENSG00000277750	KIR2DL4	10904	47.88	1
ENSG00000277751	LILRB2	4557	56.93	1
ENSG00000277752		83	39.29	1
ENSG00000277753	MUC20	19710	50.24	1
ENSG00000277754		215	43.98	1
ENSG00000277755		557	44.27	1
ENSG00000277757		131141	39.47	1
ENSG00000277758		12728	56.12	1
ENSG00000277759	MIR6719	86	50.57	1
ENSG00000277761		89739	46.02	1
ENSG00000277762	RN7SL261P	281	51.06	1
ENSG00000277763		674	44.3	1
ENSG00000277764		196	60.91	1
ENSG00000277766		1446	60.95	1
ENSG00000277767		1823	38.32	1
ENSG00000277768	CCL3L3	1889	52.65	1
ENSG00000277769	RBM22P4	1239	47.42	1
ENSG00000277770		3696	52.1	1
ENSG00000277771		264	49.43	1
ENSG00000277773	SMN2	28882	42.21	1
ENSG00000277774	RN7SL763P	283	48.94	1
ENSG00000277775	HIST1H3F	410	60.83	1
ENSG00000277776	NLRP7	23996	49.79	1
ENSG00000277777		100	38.61	1
ENSG00000277778	PGM5P2	67618	38.54	1
ENSG00000277781	MROH6	6784	67.13	1
ENSG00000277782		388	47.56	1
ENSG00000277783		259	45.77	1
ENSG00000277784	MIR6786	112	73.45	1
ENSG00000277785	SNORD116-21	91	43.48	1
ENSG00000277786	NLRP7	23996	49.79	1
ENSG00000277789	TMC4	13064	56.2	1
ENSG00000277790		160	32.3	1
ENSG00000277791	PSMB3	11495	49.05	1
ENSG00000277794		272	55.31	1
ENSG00000277795		2129	38.45	1
ENSG00000277796	CCL3L1	1889	52.7	1
ENSG00000277797		2406	33.28	1
ENSG00000277800	TBX22	17013	40.95	1
ENSG00000277801		831	39.78	1
ENSG00000277802		1592	51.6	1
ENSG00000277803		7422	44.89	1
ENSG00000277804	PRTN3	7215	58.02	1
ENSG00000277806		633	29.65	1
ENSG00000277807	LILRB1	20399	48.81	1
ENSG00000277808	LENG1	4122	54.89	1
ENSG00000277809		323	68.21	1
ENSG00000277816	LILRB3	6413	60.57	1
ENSG00000277817	MIR6738	63	54.69	1
ENSG00000277818		101	39.22	1
ENSG00000277823	PRH1	342818	36.48	1
ENSG00000277824	NCR1	6939	50.12	1
ENSG00000277825		720	49.51	1
ENSG00000277826		159	48.75	1
ENSG00000277828		130	52.67	1
ENSG00000277829		548	46.27	1
ENSG00000277830		197	64.65	1
ENSG00000277831		512	44.83	1
ENSG00000277833	KIR2DL1	14503	48.32	1
ENSG00000277835	KIR3DP1	11817	43.85	1
ENSG00000277836		287	54.51	1
ENSG00000277837		4979	52.15	1
ENSG00000277840		689	38.84	1
ENSG00000277841	MIR5701-2	81	37.8	1
ENSG00000277842	MIR6811	57	58.62	1
ENSG00000277844		545	51.1	1
ENSG00000277845	RN7SKP175	288	54.33	1
ENSG00000277846	SNORD30	69	41.43	1
ENSG00000277848	MEGF11	356854	49.26	1
ENSG00000277850	KIR2DL4	11110	47.97	1
ENSG00000277851		116076	39.35	1
ENSG00000277852		397	54.77	1
ENSG00000277853	PRAMEF18	2774	51.86	1
ENSG00000277855		46837	43.03	1
ENSG00000277856		293	53.06	1
ENSG00000277858	H2AFB2	347	64.66	1
ENSG00000277859		265	46.24	1
ENSG00000277862	PRAMEF34P	2792	50.59	1
ENSG00000277863		949	37.16	1
ENSG00000277864		126	37.01	1
ENSG00000277865	GOLGA6L22	10327	50.94	1
ENSG00000277866		756	38.44	1
ENSG00000277867		286	63.41	1
ENSG00000277868	CCDC125	51459	43.78	1
ENSG00000277869		228	60.26	1
ENSG00000277870	FAM230A	13457	43.74	1
ENSG00000277872	MIR6817	65	54.55	1
ENSG00000277873		701	48.72	1
ENSG00000277876		1592	40.05	1
ENSG00000277878		161	51.85	1
ENSG00000277879		1552	42.43	1
ENSG00000277880	TRBV17	732	50.89	1
ENSG00000277881		348	44.7	1
ENSG00000277882		205	38.35	1
ENSG00000277883	NLRP3P1	10930	45.57	1
ENSG00000277885	KIR2DS2	13907	48.15	1
ENSG00000277887	SNORA50C	132	66.92	1
ENSG00000277888	MIR6846	59	63.33	1
ENSG00000277889	MIR8081	94	45.26	1
ENSG00000277890		106	42.99	1
ENSG00000277891		106	37.38	1
ENSG00000277892	MIR6746	62	68.25	1
ENSG00000277893	SRD5A2	58587	39.11	1
ENSG00000277894	LILRP1	312	56.23	1
ENSG00000277895		1310	59.57	1
ENSG00000277897	GSTT2	3767	57.46	1
ENSG00000277899	MLECP1	708	44.01	1
ENSG00000277900		282	55.48	1
ENSG00000277901		4394	45.71	1
ENSG00000277903		190	46.6	1
ENSG00000277904	MIR7850	78	53.16	1
ENSG00000277907		209	53.33	1
ENSG00000277908	RNU1-51P	175	46.02	1
ENSG00000277909	SPC25	96228	39.48	1
ENSG00000277911		255	37.5	1
ENSG00000277912	MIR8089	81	62.2	1
ENSG00000277913		119	28.33	1
ENSG00000277914	DDX6P2	1769	44.63	1
ENSG00000277916		168	43.79	1
ENSG00000277918		163	53.66	1
ENSG00000277919	MIR8067	76	38.96	1
ENSG00000277920		108	62.39	1
ENSG00000277921	LILRP1	312	56.23	1
ENSG00000277922		217	56.88	1
ENSG00000277923	MBOAT7	16626	55.06	1
ENSG00000277924	KIR2DL3	43365	48.04	1
ENSG00000277925		437	67.12	1
ENSG00000277926	NEU4	8588	65.6	1
ENSG00000277927		106	43.93	1
ENSG00000277930		5792	38.01	1
ENSG00000277932	OR52E5	1313	43.38	1
ENSG00000277935		4309	43.32	1
ENSG00000277936	MRPL45	26112	45.29	1
ENSG00000277938		2783	49.57	1
ENSG00000277940		283	54.23	1
ENSG00000277941		148	59.73	1
ENSG00000277942	MIR8075	79	56.25	1
ENSG00000277943	CCL4	1794	48.52	1
ENSG00000277945		300	28.57	1
